Ano,Unidade Orçamentária,Modalidade de Aplicação,Subfunção,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
2004,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,365 - Educação Infantil,86640,86640,65780,65780,65780
2004,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1420000,830000,472160,472160,323623
2004,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,392 - Difusão Cultural,2857392,13753582,11793289,11793289,8600325
2004,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",150000,150000,0,0,0
2004,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,392 - Difusão Cultural,20630000,5077542,0,0,0
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,122 - Administração Geral,8369693,9755600,9709349,9709349,9115158
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,126 - Tecnologia da Informação,144334,144334,134936,134936,85477
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,68500,68500,41287,41287,34807
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,301 - Atenção Básica,216576,216576,209429,209429,187106
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,306 - Alimentação e Nutrição,137713,205424,205424,205424,205424
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,83849,83849,74464,74464,74464
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,365 - Educação Infantil,27432,27432,16708,16708,16708
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",2052481,2226948,1969097,1969097,616300
2004,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,392 - Difusão Cultural,371751,371751,293302,293302,282768
2004,42202 - Fundação Biblioteca Nacional - BN,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,0,178816,178724,178724,178724
2004,42202 - Fundação Biblioteca Nacional - BN,80 - Transferências ao Exterior,845 - Outras Transferências,158800,177300,173920,173920,157620
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,122 - Administração Geral,14632545,16207102,16127057,16127057,15502954
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,126 - Tecnologia da Informação,1014000,1014000,901393,901393,655133
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,560000,560000,535818,535818,458156
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,301 - Atenção Básica,958848,958848,958848,958848,741999
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,306 - Alimentação e Nutrição,439370,623522,621088,621088,621088
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,579576,579576,517733,517733,517733
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,365 - Educação Infantil,74172,74172,39595,39595,39595
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1320000,1242152,1108215,1108215,574324
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,392 - Difusão Cultural,9169417,8845665,8727294,8727294,7398662
2004,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,"422 - Direitos Individuais, Coletivos e Difusos",150000,75804,70144,70144,69244
2004,42203 - Fundação Cultural Palmares,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",200000,0,0,0,0
2004,42203 - Fundação Cultural Palmares,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,80000,0,0,0,0
2004,42203 - Fundação Cultural Palmares,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",200000,100000,100000,100000,100000
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,0,0,14577,14577,14577
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,126 - Tecnologia da Informação,0,122453,100000,100000,0
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,128 - Formação de Recursos Humanos,126000,146001,146000,146000,134000
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,301 - Atenção Básica,0,77812,31465,31465,31465
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",890927,683127,605384,605384,316384
2004,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,767044,2088832,1913199,1913199,1629929
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,122 - Administração Geral,3105193,3387730,3155152,3155152,3120343
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,126 - Tecnologia da Informação,690000,467547,387378,387378,386658
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,49000,28999,14761,14761,14511
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,301 - Atenção Básica,87552,9740,9660,9660,9660
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,306 - Alimentação e Nutrição,45496,49419,49389,49389,49389
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,43560,39637,17309,17309,17309
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,365 - Educação Infantil,11400,11400,5180,5180,5180
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",938501,1266301,1010646,1010646,994136
2004,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,392 - Difusão Cultural,1512347,750559,572319,572319,567012
2004,42203 - Fundação Cultural Palmares,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",11028612,11028612,0,0,0
2004,42203 - Fundação Cultural Palmares,99 - A DEFINIR,392 - Difusão Cultural,200000,0,0,0,0
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,20 - Transferências à União,128 - Formação de Recursos Humanos,6000,0,0,0,0
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,516218,516218,516218,67300
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,128 - Formação de Recursos Humanos,0,142300,142300,142300,142300
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,250000,250000,250000,250000
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,845 - Outras Transferências,450000,450000,357279,357279,357279
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,122 - Administração Geral,47684278,51968148,51261805,51261805,49179026
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,125 - Normatização e Fiscalização,1235833,1235833,1196605,1196605,1124252
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,126 - Tecnologia da Informação,119935,119935,114365,114365,10733
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,386300,250000,134422,134422,105888
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,301 - Atenção Básica,2945280,2945280,2945280,2945280,2682285
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,306 - Alimentação e Nutrição,1483739,1924434,1893695,1893695,1893695
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,1611983,1511288,1511288,1511288,1511288
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,365 - Educação Infantil,191520,151520,136064,136064,136064
2004,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",24325013,25537595,24425447,24425447,16211174
2004,42205 - Fundação Nacional de Artes,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,180000,330000,150000,150000,150000
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,122 - Administração Geral,12571491,12871491,12284494,12284494,11513357
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,126 - Tecnologia da Informação,50000,50000,49999,49999,49999
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,215000,215000,207924,207924,183398
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,301 - Atenção Básica,1070592,1070592,623571,623571,563571
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,306 - Alimentação e Nutrição,400023,495318,479262,479262,479262
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,687270,597975,503269,503269,503269
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,365 - Educação Infantil,62700,56700,33661,33661,33661
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",121800,121800,106502,106502,58520
2004,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,392 - Difusão Cultural,11115053,10465053,9781345,9781345,8570904
2004,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",3746660,3209879,732087,732087,0
2004,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,3908819,3671530,970248,970248,167700
2004,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",6452180,4969498,991037,991037,144000
2004,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,392 - Difusão Cultural,16242421,18585899,6680746,6680746,1597127
2004,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,0,302464,271718,271718,237229
2004,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,128 - Formação de Recursos Humanos,120000,1343500,1116348,1116348,232890
2004,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",7989442,8194667,5414547,5414547,828161
2004,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,19595878,35210141,26266751,26266751,19841857
2004,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,122 - Administração Geral,10689605,11961581,10861301,10861301,9517034
2004,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,2490000,1266500,214428,214428,214428
2004,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",13950635,16728525,10337737,10337737,3319551
2004,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,392 - Difusão Cultural,36077235,31189543,21756319,21756319,12451066
2004,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,"422 - Direitos Individuais, Coletivos e Difusos",133851,133851,0,0,0
2004,42902 - Fundo Nacional de Cultura,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",2576271,250000,0,0,0
2004,42902 - Fundo Nacional de Cultura,99 - A DEFINIR,392 - Difusão Cultural,12649582,6392382,0,0,0
2005,30202 - Fundação Nacional do Índio - FUNAI,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1067000,1107000,734205,734205,536511
2005,42101 - Ministério da Cultura - Administração Direta,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",5432560,13558715,11778214,11778214,9952095
2005,42101 - Ministério da Cultura - Administração Direta,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,11474400,11894400,389950,389950,0
2005,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,128 - Formação de Recursos Humanos,989780,0,0,0,0
2005,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",18489951,17037303,12487303,12487303,8275059
2005,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,392 - Difusão Cultural,6888000,9216179,5972697,5972697,0
2005,42101 - Ministério da Cultura - Administração Direta,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",1573220,430000,330000,330000,0
2005,42101 - Ministério da Cultura - Administração Direta,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,3605000,11391967,10309453,10309453,1968183
2005,42101 - Ministério da Cultura - Administração Direta,50 - Transferências a Instituições Privadas sem Fins Lucrativos,845 - Outras Transferências,30000,30000,30000,30000,30000
2005,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,122 - Administração Geral,1777575,3683931,3585453,3585453,2540757
2005,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,128 - Formação de Recursos Humanos,1272575,5539920,4039920,4039920,1496595
2005,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,212 - Cooperação Internacional,102000,102000,30000,30000,30000
2005,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",1697000,5131680,3631680,3631680,955366
2005,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,392 - Difusão Cultural,7760000,545477,531807,531807,531807
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,121 - Planejamento e Orçamento,4565960,3720960,1674617,1674617,1390878
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,122 - Administração Geral,33009575,32725858,30261902,30261902,29397747
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,2264251,486686,330087,330087,330087
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,131 - Comunicação Social,190240,190240,0,0,0
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,301 - Atenção Básica,1009890,1186381,1186122,1186122,1078054
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,306 - Alimentação e Nutrição,647496,843385,719332,719332,719332
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,431472,585679,480902,480902,480902
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,365 - Educação Infantil,86640,86640,63680,63680,63680
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1397060,1532093,1042029,1042029,490854
2005,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,392 - Difusão Cultural,10776101,60953251,58014359,58014359,50254228
2005,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",600000,0,0,0,0
2005,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,392 - Difusão Cultural,35059600,4561827,0,0,0
2005,42201 - Fundação Casa de Rui Barbosa,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,0,77000,77000,77000,77000
2005,42201 - Fundação Casa de Rui Barbosa,80 - Transferências ao Exterior,212 - Cooperação Internacional,4221,2493,521,521,521
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,121 - Planejamento e Orçamento,150000,150000,88731,88731,37202
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,122 - Administração Geral,10598084,11004978,9245844,9245844,8854703
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,100000,100000,26143,26143,26143
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,212 - Cooperação Internacional,0,1728,1728,1728,1728
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,301 - Atenção Básica,236880,236880,236795,236795,231477
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,306 - Alimentação e Nutrição,221184,221184,217346,217346,217346
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,50904,88904,84355,84355,84355
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,365 - Educação Infantil,22800,22800,17257,17257,17257
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1609676,1571676,1317480,1317480,629711
2005,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,392 - Difusão Cultural,312000,235000,147705,147705,97378
2005,42202 - Fundação Biblioteca Nacional - BN,80 - Transferências ao Exterior,212 - Cooperação Internacional,158800,158800,19510,19510,19510
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,121 - Planejamento e Orçamento,1014000,1014000,918793,918793,476049
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,122 - Administração Geral,17457524,17652524,15077895,15077895,14543617
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,360000,360000,49115,49115,47383
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,301 - Atenção Básica,812910,986310,986310,986310,892865
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,306 - Alimentação e Nutrição,630720,634720,629842,629842,629842
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,381780,561780,524752,524752,524752
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,365 - Educação Infantil,74172,70172,32867,32867,32867
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1320000,1120000,650291,650291,539193
2005,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,392 - Difusão Cultural,33854580,33701180,30055829,30055829,7480870
2005,42203 - Fundação Cultural Palmares,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",100000,180000,0,0,0
2005,42203 - Fundação Cultural Palmares,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,541570,149363,100000,100000,100000
2005,42203 - Fundação Cultural Palmares,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",100000,0,0,0,0
2005,42203 - Fundação Cultural Palmares,40 - Transferências a Municípios,392 - Difusão Cultural,260000,460000,400000,400000,300000
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,121 - Planejamento e Orçamento,0,170000,170000,170000,0
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,0,51000,51000,51000,44166
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,128 - Formação de Recursos Humanos,526000,398000,398000,398000,398000
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,301 - Atenção Básica,76092,76092,68928,68928,68928
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",262087,155219,535219,535219,535219
2005,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,2658964,3119802,2903059,2903059,2829124
2005,42203 - Fundação Cultural Palmares,80 - Transferências ao Exterior,122 - Administração Geral,50000,0,0,0,0
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,121 - Planejamento e Orçamento,490000,320000,304867,304867,279252
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,122 - Administração Geral,3541811,3548408,3288603,3288603,3177868
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,49000,177000,173258,173258,23258
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,301 - Atenção Básica,348,348,348,348,348
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,306 - Alimentação e Nutrição,45516,48516,48155,48155,48155
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,36300,33300,20456,20456,20456
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,365 - Educação Infantil,11400,11400,3164,3164,3164
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",501341,458209,223928,223928,219163
2005,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,392 - Difusão Cultural,1189857,1141226,1171400,1171400,872904
2005,42203 - Fundação Cultural Palmares,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",5940000,5940000,0,0,0
2005,42203 - Fundação Cultural Palmares,99 - A DEFINIR,392 - Difusão Cultural,50000,0,0,0,0
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,121 - Planejamento e Orçamento,0,40000,40000,40000,40000
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,128 - Formação de Recursos Humanos,0,152974,152974,152974,0
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,268147,268147,268147,131647
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,0,25866,25866,25866,0
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,212 - Cooperação Internacional,480500,479000,410244,410244,410244
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,519900,519900,519900,519900
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,121 - Planejamento e Orçamento,738065,698065,694475,694475,578700
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,122 - Administração Geral,56988849,60221358,53107179,53107179,52189003
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,125 - Normatização e Fiscalização,1112250,1112250,1106277,1106277,1017548
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,515000,362026,329857,329857,313022
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,212 - Cooperação Internacional,0,1500,694,694,694
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,301 - Atenção Básica,2509290,2849290,2849290,2849290,2809476
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,306 - Alimentação e Nutrição,1752864,2040197,2040197,2040197,2040197
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,1133220,1583590,1562030,1562030,1562030
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,365 - Educação Infantil,144780,144780,122899,122899,122899
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",25630752,22112141,21497361,21497361,15962468
2005,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,392 - Difusão Cultural,696198,618427,611146,611146,216010
2005,42205 - Fundação Nacional de Artes,20 - Transferências à União,392 - Difusão Cultural,30000,0,0,0,0
2005,42205 - Fundação Nacional de Artes,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,0,82620,82620,82620,82620
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,121 - Planejamento e Orçamento,300000,300000,294486,294486,146528
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,122 - Administração Geral,14013257,15016737,13091616,13091616,12366368
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,300000,300000,250682,250682,240233
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,301 - Atenção Básica,787920,787920,786035,786035,583256
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,306 - Alimentação e Nutrição,536544,536544,506820,506820,506820
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,298152,548152,513230,513230,513230
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,365 - Educação Infantil,40753,40753,28003,28003,28003
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",121000,121000,120997,120997,26108
2005,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,392 - Difusão Cultural,10427190,9506090,9063528,9063528,7918257
2005,42206 - Agência Nacional do Cinema,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,84390,95790,94038,94038,94038
2005,42206 - Agência Nacional do Cinema,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,1000000,1000000,200000,200000,200000
2005,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,392 - Difusão Cultural,4448000,6862144,6775819,6775819,5277319
2005,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,662 - Produção Industrial,0,4192000,4162000,4162000,4162000
2005,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,691 - Promoção Comercial,560000,210000,180000,180000,120000
2005,42206 - Agência Nacional do Cinema,80 - Transferências ao Exterior,212 - Cooperação Internacional,50300,50300,40366,40366,40366
2005,42206 - Agência Nacional do Cinema,80 - Transferências ao Exterior,392 - Difusão Cultural,1800000,1398600,1398600,1398600,1398600
2005,42206 - Agência Nacional do Cinema,80 - Transferências ao Exterior,691 - Promoção Comercial,0,48422,47463,47463,47463
2005,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,122 - Administração Geral,22041281,21431199,19544628,19544628,17352314
2005,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,125 - Normatização e Fiscalização,1248000,411834,411833,411833,411833
2005,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,629500,429500,205261,205261,201760
2005,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,301 - Atenção Básica,441000,441000,441000,441000,384076
