Ano,Unidade Orçamentária,Modalidade de Aplicação,Subfunção,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
2012,42205 - Fundação Nacional de Artes,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",128 - Formação de Recursos Humanos,0,480,480,480,480
2012,42205 - Fundação Nacional de Artes,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,0,1371,1371,1371,1371
2012,42206 - Agência Nacional do Cinema,40 - Transferências a Municípios,392 - Difusão Cultural,1300000,1300000,0,0,0
2012,42206 - Agência Nacional do Cinema,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,290000,0,0,0,0
2012,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,662 - Produção Industrial,6461400,10000400,5729890,4779746,4766593
2012,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,691 - Promoção Comercial,4600000,3539345,2138000,2038000,2038000
2012,42206 - Agência Nacional do Cinema,80 - Transferências ao Exterior,691 - Promoção Comercial,0,794160,794160,794160,794160
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,122 - Administração Geral,62036635,70125369,58842098,51846955,51825455
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,125 - Normatização e Fiscalização,1600569,6770569,5056899,50000,50000
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,128 - Formação de Recursos Humanos,1000000,998453,601420,430865,430865
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,131 - Comunicação Social,800000,3000000,0,0,0
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,301 - Atenção Básica,386640,386640,341223,328522,328522
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,306 - Alimentação e Nutrição,900000,900000,842425,842425,842425
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,60000,60000,35584,35584,35584
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,365 - Educação Infantil,45600,45600,40609,40609,40609
2012,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,691 - Promoção Comercial,0,1666495,1596143,1332366,1332366
2012,42206 - Agência Nacional do Cinema,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,7252286,8636019,8351808,8216865,8216865
2012,42206 - Agência Nacional do Cinema,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",128 - Formação de Recursos Humanos,0,1547,1547,1547,1547
2012,42207 - Instituto Brasileiro de Museus,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",31674851,31784851,1100000,0,0
2012,42207 - Instituto Brasileiro de Museus,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",5100000,5209000,300000,0,0
2012,42207 - Instituto Brasileiro de Museus,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",709000,1600000,1400000,0,0
2012,42207 - Instituto Brasileiro de Museus,80 - Transferências ao Exterior,122 - Administração Geral,0,24650,24650,24650,24650
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,122 - Administração Geral,62112027,66041602,61506248,58005640,58005432
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,301 - Atenção Básica,2394463,1280000,1126648,1126648,1126648
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,306 - Alimentação e Nutrição,2580000,2480000,2349309,2349309,2349309
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,1080000,980000,922082,922082,922082
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,365 - Educação Infantil,45600,54191,49204,49204,49204
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",106421523,105334666,40391553,28189609,28179549
2012,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,392 - Difusão Cultural,0,1200342,0,0,0
2012,42207 - Instituto Brasileiro de Museus,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,9539871,9238313,8923330,8798909,8798909
2012,42207 - Instituto Brasileiro de Museus,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","391 - Patrimônio Histórico, Artístico e Arqueológico",80000,166857,84565,49881,49881
2012,42207 - Instituto Brasileiro de Museus,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",1310000,1200000,0,0,0
2012,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",1050000,2315454,1241292,0,0
2012,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,65087800,84853721,49762208,28270000,25000000
2012,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",1600000,2964749,1964749,127180,127180
2012,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,392 - Difusão Cultural,89071163,84742968,30016433,1423000,1023000
2012,42902 - Fundo Nacional de Cultura,41 - Transferências a Municípios - Fundo a Fundo,392 - Difusão Cultural,2500000,2500000,0,0,0
2012,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",800000,1755746,1055746,256928,256928
2012,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,35190000,22623941,8113582,4968782,3626785
2012,42902 - Fundo Nacional de Cultura,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,1000000,1000000,1000000,1000000
2012,42902 - Fundo Nacional de Cultura,80 - Transferências ao Exterior,392 - Difusão Cultural,2500037,6114676,326502,326502,326502
2012,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,122 - Administração Geral,13390000,36265770,6428143,3769180,3768742
2012,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,123 - Administração Financeira,1983807,10083807,10083807,0,0
2012,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",29600000,27980718,17289987,177987,177987
2012,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,392 - Difusão Cultural,113927193,225284297,91269046,66319060,56016408
2012,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,691 - Promoção Comercial,99190348,574321189,369190348,0,0
2012,42902 - Fundo Nacional de Cultura,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,0,423,423,423,423
2012,42902 - Fundo Nacional de Cultura,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,0,73150,43150,42400,42400
2012,42902 - Fundo Nacional de Cultura,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",600000,600000,0,0,0
2012,42902 - Fundo Nacional de Cultura,99 - A DEFINIR,392 - Difusão Cultural,6620000,4950000,0,0,0
2012,53204 - Departamento Nacional de Obras Contra as Secas - DNOCS,90 - Aplicações Diretas,392 - Difusão Cultural,160000,160000,0,0,0
2012,74912 - Recursos sob Supervisão do Fundo Nacional de Cultura,90 - Aplicações Diretas,123 - Administração Financeira,800000,3200000,2355000,0,0
2012,74912 - Recursos sob Supervisão do Fundo Nacional de Cultura,90 - Aplicações Diretas,392 - Difusão Cultural,18500000,145166667,78500000,0,0
2013,30202 - Fundação Nacional do Índio - FUNAI,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",240000,0,0,0,0
2013,30202 - Fundação Nacional do Índio - FUNAI,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",7297376,7519764,6027460,1684831,1430435
2013,30202 - Fundação Nacional do Índio - FUNAI,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","391 - Patrimônio Histórico, Artístico e Arqueológico",20000,37612,36252,35631,35631
2013,42101 - Ministério da Cultura - Administração Direta,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",20038645,20038645,0,0,0
2013,42101 - Ministério da Cultura - Administração Direta,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,42790000,61977177,24950750,7557674,7364318
2013,42101 - Ministério da Cultura - Administração Direta,30 - Transferências a Estados e ao Distrito Federal,813 - Lazer,0,5278000,5278000,0,0
2013,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",3800000,3800000,435523,0,0
2013,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,392 - Difusão Cultural,113385000,179380395,104196693,4054329,1967369
2013,42101 - Ministério da Cultura - Administração Direta,40 - Transferências a Municípios,813 - Lazer,2000000,471766130,471722228,88048352,88048352
2013,42101 - Ministério da Cultura - Administração Direta,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,45000,45000,45000,45000
2013,42101 - Ministério da Cultura - Administração Direta,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,51184663,14776635,10670766,3405240,3379590
2013,42101 - Ministério da Cultura - Administração Direta,60 - Transferencias a Instituições Privadas com Fins Lucrativos,392 - Difusão Cultural,0,184000,184000,184000,184000
2013,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,122 - Administração Geral,0,50000,50000,50000,0
2013,42101 - Ministério da Cultura - Administração Direta,80 - Transferências ao Exterior,392 - Difusão Cultural,0,2446006,2194042,2018042,2018042
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,122 - Administração Geral,154773136,160904229,152479673,122095513,121945109
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,131 - Comunicação Social,7420000,7420000,7420000,5483043,5483043
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,301 - Atenção Básica,1229684,1296000,1253031,1253031,1253031
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,306 - Alimentação e Nutrição,2880000,4114434,3988276,3988276,3988276
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,504000,504000,398657,398657,398657
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,365 - Educação Infantil,54000,81000,80293,80293,80293
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1245000,1200000,0,0,0
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,392 - Difusão Cultural,300614149,253021166,53135314,26746507,22546179
2013,42101 - Ministério da Cultura - Administração Direta,90 - Aplicações Diretas,813 - Lazer,530000000,57455870,7952286,253546,253546
2013,42101 - Ministério da Cultura - Administração Direta,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,5727805,11648662,10941914,10787800,10787800
2013,42101 - Ministério da Cultura - Administração Direta,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,0,96429,94189,34634,34634
2013,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,392 - Difusão Cultural,13590000,4240000,0,0,0
2013,42101 - Ministério da Cultura - Administração Direta,99 - A DEFINIR,813 - Lazer,2500000,0,0,0,0
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,122 - Administração Geral,19494144,20952350,18453827,17755180,17753682
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,301 - Atenção Básica,253263,309863,275099,275099,275099
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,306 - Alimentação e Nutrição,336000,424900,386601,386601,386601
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,65640,65640,62250,62250,62250
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,365 - Educação Infantil,6000,6000,3809,3809,3809
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",859600,856200,560850,429793,429793
2013,42201 - Fundação Casa de Rui Barbosa,90 - Aplicações Diretas,392 - Difusão Cultural,1360600,1360200,888053,579028,579028
2013,42201 - Fundação Casa de Rui Barbosa,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,2587194,2935959,2676822,2649167,2644245
2013,42201 - Fundação Casa de Rui Barbosa,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","391 - Patrimônio Histórico, Artístico e Arqueológico",0,3400,3400,2200,2200
2013,42201 - Fundação Casa de Rui Barbosa,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,0,400,400,400,400
2013,42202 - Fundação Biblioteca Nacional - BN,40 - Transferências a Municípios,392 - Difusão Cultural,1300000,1300000,0,0,0
2013,42202 - Fundação Biblioteca Nacional - BN,80 - Transferências ao Exterior,392 - Difusão Cultural,0,247553,247553,247553,247553
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,122 - Administração Geral,50838640,57861010,49057804,47671444,47671444
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,301 - Atenção Básica,764368,928368,797547,797547,797547
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,306 - Alimentação e Nutrição,1428000,1830200,1756434,1756434,1756434
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,626604,736604,713497,713497,713497
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,365 - Educação Infantil,27600,41900,30269,30269,30269
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1721000,1719440,804605,328000,328000
2013,42202 - Fundação Biblioteca Nacional - BN,90 - Aplicações Diretas,392 - Difusão Cultural,36873865,36610828,23345735,15690736,15625723
2013,42202 - Fundação Biblioteca Nacional - BN,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,5626653,7004283,6651900,6527595,6506111
2013,42202 - Fundação Biblioteca Nacional - BN,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","391 - Patrimônio Histórico, Artístico e Arqueológico",3000,4560,3090,3090,3090
2013,42202 - Fundação Biblioteca Nacional - BN,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,112000,127484,33488,11548,11548
2013,42202 - Fundação Biblioteca Nacional - BN,99 - A DEFINIR,392 - Difusão Cultural,350000,350000,0,0,0
2013,42203 - Fundação Cultural Palmares,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,950000,1550000,950000,0,0
2013,42203 - Fundação Cultural Palmares,40 - Transferências a Municípios,392 - Difusão Cultural,200000,474694,974695,200000,200000
2013,42203 - Fundação Cultural Palmares,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,400000,100000,0,0,0
2013,42203 - Fundação Cultural Palmares,80 - Transferências ao Exterior,392 - Difusão Cultural,0,290459,290459,290459,290459
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,122 - Administração Geral,14196594,16012866,14083830,12657817,12657817
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,131 - Comunicação Social,200025,160025,0,0,0
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,301 - Atenção Básica,85105,101805,93316,88365,88365
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,306 - Alimentação e Nutrição,180000,266400,242000,228250,228250
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,14400,28006,24058,23945,23945
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,365 - Educação Infantil,6000,6000,6000,5150,5150
2013,42203 - Fundação Cultural Palmares,90 - Aplicações Diretas,392 - Difusão Cultural,8390459,7849306,3029399,2024779,2024779
2013,42203 - Fundação Cultural Palmares,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,399999,899727,839459,663489,660833
2013,42203 - Fundação Cultural Palmares,99 - A DEFINIR,392 - Difusão Cultural,1100000,100000,0,0,0
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",25416000,25416000,400000,0,0
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",2600000,10624980,10088709,90000,90000
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,749980,749980,103980,103980
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,1383125,1383125,1383125,1383125
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,122 - Administração Geral,122525806,132889401,126341967,120524482,120177738
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,301 - Atenção Básica,3118737,2988000,2985869,2347672,2347672
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,306 - Alimentação e Nutrição,3312000,3908500,3890063,3890063,3890063
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,840000,840000,681430,681430,681430
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,365 - Educação Infantil,55200,63100,57942,57942,57942
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",410454313,136221759,46792476,18199541,15582611
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,12426640,13813045,13348330,13334206,13198548
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","391 - Patrimônio Histórico, Artístico e Arqueológico",0,74469,76029,19339,14969
2013,42204 - Instituto do Patrimônio Histórico e Artístico Nacional,99 - A DEFINIR,"391 - Patrimônio Histórico, Artístico e Arqueológico",1000000,0,0,0,0
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,122 - Administração Geral,37455016,40245475,37354372,34735290,34723782
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,301 - Atenção Básica,821211,938711,882791,882791,882791
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,306 - Alimentação e Nutrição,1044000,1232800,1219705,1219705,1219705
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,420000,420000,394581,394581,394581
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,365 - Educação Infantil,19200,24600,22929,22929,22929
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",1000000,1000000,999999,925547,925547
2013,42205 - Fundação Nacional de Artes,90 - Aplicações Diretas,392 - Difusão Cultural,54860754,54860754,46863665,41479326,41470855
2013,42205 - Fundação Nacional de Artes,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,4039124,4361496,4156193,4079827,4079827
2013,42206 - Agência Nacional do Cinema,30 - Transferências a Estados e ao Distrito Federal,125 - Normatização e Fiscalização,4577996,2931000,0,0,0
2013,42206 - Agência Nacional do Cinema,50 - Transferências a Instituições Privadas sem Fins Lucrativos,122 - Administração Geral,290000,0,0,0,0
2013,42206 - Agência Nacional do Cinema,60 - Transferencias a Instituições Privadas com Fins Lucrativos,392 - Difusão Cultural,13933160,12557807,10904870,10484597,10484597
2013,42206 - Agência Nacional do Cinema,80 - Transferências ao Exterior,392 - Difusão Cultural,0,56500,51895,51895,51895
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,122 - Administração Geral,72331717,73466679,71606582,64215831,64193022
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,125 - Normatização e Fiscalização,3735569,3769852,1491413,44527,44527
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,131 - Comunicação Social,3000000,3000000,3000000,0,0
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,301 - Atenção Básica,382105,551505,517400,511121,511121
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,306 - Alimentação e Nutrição,864000,1428200,1414566,1414566,1414566
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,48000,132100,104529,104529,104529
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,365 - Educação Infantil,48000,53200,47676,47676,47676
2013,42206 - Agência Nacional do Cinema,90 - Aplicações Diretas,392 - Difusão Cultural,0,1318853,1275397,621353,621353
2013,42206 - Agência Nacional do Cinema,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,10918403,15386154,10991400,10265331,10210601
2013,42207 - Instituto Brasileiro de Museus,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,500000,1199930,699930,0,0
2013,42207 - Instituto Brasileiro de Museus,40 - Transferências a Municípios,392 - Difusão Cultural,900000,1300000,900000,0,0
2013,42207 - Instituto Brasileiro de Museus,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,500000,500000,0,0,0
2013,42207 - Instituto Brasileiro de Museus,80 - Transferências ao Exterior,122 - Administração Geral,0,5496650,5496650,3496650,3496650
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,122 - Administração Geral,64286454,67286179,60836550,58486787,58474328
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,131 - Comunicação Social,200000,200000,0,0,0
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,301 - Atenção Básica,1282737,1392737,1297543,1297543,1297543
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,306 - Alimentação e Nutrição,2400000,2927900,2898125,2898125,2898125
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,331 - Proteção e Benefícios ao Trabalhador,1037904,1037904,911011,911011,911011
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,365 - Educação Infantil,48000,48000,46145,46145,46145
2013,42207 - Instituto Brasileiro de Museus,90 - Aplicações Diretas,392 - Difusão Cultural,52921025,51827468,45680872,36134666,36127000
2013,42207 - Instituto Brasileiro de Museus,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",122 - Administração Geral,15386630,15790255,9369733,9337732,9337732
2013,42207 - Instituto Brasileiro de Museus,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",131 - Comunicação Social,100000,100000,0,0,0
2013,42207 - Instituto Brasileiro de Museus,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,180000,173627,39311,28842,28842
2013,42207 - Instituto Brasileiro de Museus,99 - A DEFINIR,392 - Difusão Cultural,600000,600000,0,0,0
2013,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,720000,720000,0,0
2013,42902 - Fundo Nacional de Cultura,30 - Transferências a Estados e ao Distrito Federal,392 - Difusão Cultural,65782918,73758664,28283000,12000000,0
2013,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,"391 - Patrimônio Histórico, Artístico e Arqueológico",950000,7145000,6445000,100000,0
2013,42902 - Fundo Nacional de Cultura,40 - Transferências a Municípios,392 - Difusão Cultural,96540000,78064319,38168444,3999308,3999308
2013,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,"391 - Patrimônio Histórico, Artístico e Arqueológico",0,3421000,2830880,556785,0
2013,42902 - Fundo Nacional de Cultura,50 - Transferências a Instituições Privadas sem Fins Lucrativos,392 - Difusão Cultural,35940000,41927565,18203315,6027296,5928731
2013,42902 - Fundo Nacional de Cultura,60 - Transferencias a Instituições Privadas com Fins Lucrativos,392 - Difusão Cultural,0,32531676,34441520,0,0
2013,42902 - Fundo Nacional de Cultura,80 - Transferências ao Exterior,392 - Difusão Cultural,0,2600000,2600000,288419,288419
2013,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,131 - Comunicação Social,12000000,9600000,9600000,0,0
2013,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",46900000,36564000,10010626,1344015,1260120
2013,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,392 - Difusão Cultural,188618000,189249919,73870856,36936870,33575034
2013,42902 - Fundo Nacional de Cultura,90 - Aplicações Diretas,691 - Promoção Comercial,615392525,615392525,400000000,0,0
2013,42902 - Fundo Nacional de Cultura,"91 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S",392 - Difusão Cultural,0,10360,0,0,0
2013,42902 - Fundo Nacional de Cultura,99 - A DEFINIR,392 - Difusão Cultural,9146000,296000,0,0,0
2013,53204 - Departamento Nacional de Obras Contra as Secas - DNOCS,90 - Aplicações Diretas,392 - Difusão Cultural,100000,80000,0,0,0
2013,74912 - Recursos sob Supervisão do Fundo Nacional de Cultura,90 - Aplicações Diretas,123 - Administração Financeira,2600000,2600000,0,0,0
2013,74912 - Recursos sob Supervisão do Fundo Nacional de Cultura,90 - Aplicações Diretas,392 - Difusão Cultural,159200000,279200000,264200000,0,0
2014,30202 - Fundação Nacional do Índio - FUNAI,80 - Transferências ao Exterior,"391 - Patrimônio Histórico, Artístico e Arqueológico",240000,686453,686454,0,0
2014,30202 - Fundação Nacional do Índio - FUNAI,90 - Aplicações Diretas,"391 - Patrimônio Histórico, Artístico e Arqueológico",7761223,7294486,4696978,1846035,1619226
